"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"08:46:56.6431178 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6431347 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6431497 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Desired Access: All Access"
"08:46:56.6431605 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6431707 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6431847 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6431949 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6432076 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6432174 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532607"
"08:46:56.6432286 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6432463 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6432584 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","BUFFER TOO SMALL","Query: Basic, Length: 0"
"08:46:56.6432688 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Query: Basic, Name: {91b5f39b-aa26-11ee-9245-806e6f6e6963}"
"08:46:56.6432819 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6432958 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Elements\16000082","NAME NOT FOUND","Desired Access: Read, Write DAC"
"08:46:56.6433078 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS",""
"08:46:56.6433232 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS",""
"08:46:56.6433356 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6433462 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description\FirmwareVariable","BUFFER TOO SMALL","Length: 0"
"08:46:56.6433558 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description\FirmwareVariable","SUCCESS","Type: REG_BINARY, Length: 97, Data: 01 00 00 00 61 00 00 00 04 00 00 00 01 00 00 00"
"08:46:56.6433681 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6433791 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6433943 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39b-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6434065 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6434172 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6434317 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6434467 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Desired Access: All Access"
"08:46:56.6434576 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6434679 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6434822 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6434961 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6435140 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6435383 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532607"
"08:46:56.6435511 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6435673 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6435803 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","BUFFER TOO SMALL","Query: Basic, Length: 0"
"08:46:56.6435906 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS","Query: Basic, Name: {91b5f39c-aa26-11ee-9245-806e6f6e6963}"
"08:46:56.6436043 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6436186 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Elements\16000082","NAME NOT FOUND","Desired Access: Read, Write DAC"
"08:46:56.6436307 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS",""
"08:46:56.6436460 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Elements","SUCCESS",""
"08:46:56.6436588 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6436710 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description\FirmwareVariable","BUFFER TOO SMALL","Length: 0"
"08:46:56.6436812 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description\FirmwareVariable","SUCCESS","Type: REG_BINARY, Length: 93, Data: 01 00 00 00 5D 00 00 00 05 00 00 00 01 00 00 00"
"08:46:56.6436937 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}\Description","SUCCESS",""
"08:46:56.6437046 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6437201 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{91b5f39c-aa26-11ee-9245-806e6f6e6963}","SUCCESS",""
"08:46:56.6437327 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6437436 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6437584 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS",""
"08:46:56.6437746 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS","Desired Access: All Access"
"08:46:56.6437857 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS",""
"08:46:56.6437959 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6438123 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6438227 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6438359 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6438456 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 269484034"
"08:46:56.6438568 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description","SUCCESS",""
"08:46:56.6438717 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description","SUCCESS",""
"08:46:56.6438831 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","BUFFER TOO SMALL","Query: Basic, Length: 0"
"08:46:56.6438948 AM","DllHost.exe","27228","RegQueryKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS","Query: Basic, Name: {9dea862c-5cdd-4e70-acc1-f32b344d4795}"
"08:46:56.6439080 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6439214 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\16000082","NAME NOT FOUND","Desired Access: Read, Write DAC"
"08:46:56.6439332 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements","SUCCESS",""
"08:46:56.6439485 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements","SUCCESS",""
"08:46:56.6439610 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6439779 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description\FirmwareVariable","BUFFER TOO SMALL","Length: 0"
"08:46:56.6439884 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description\FirmwareVariable","SUCCESS","Type: REG_BINARY, Length: 336, Data: 01 00 00 00 50 01 00 00 00 00 00 00 05 00 00 00"
"08:46:56.6440003 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Description","SUCCESS",""
"08:46:56.6440139 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS",""
"08:46:56.6440321 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}","SUCCESS",""
"08:46:56.6440451 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6440563 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6440708 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS",""
"08:46:56.6440858 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS","Desired Access: All Access"
"08:46:56.6440965 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS",""
"08:46:56.6441093 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6441253 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6441354 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6441479 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6441576 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 269484033"
"08:46:56.6441694 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description","SUCCESS",""
"08:46:56.6441845 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description","SUCCESS",""
"08:46:56.6441985 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS",""
"08:46:56.6442139 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}","SUCCESS",""
"08:46:56.6442264 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6442372 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6442516 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS",""
"08:46:56.6442666 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS","Desired Access: All Access"
"08:46:56.6442774 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS",""
"08:46:56.6442874 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6443014 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6443111 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6443234 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6443329 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532613"
"08:46:56.6443440 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}\Description","SUCCESS",""
"08:46:56.6443589 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}\Description","SUCCESS",""
"08:46:56.6443714 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS",""
"08:46:56.6443863 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{b2721d73-1db4-4c62-bf78-c548a880142d}","SUCCESS",""
"08:46:56.6443987 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6444094 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6444233 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6444385 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: All Access"
"08:46:56.6444492 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6444593 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6444733 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6444832 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6444984 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6445112 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532612"
"08:46:56.6445233 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6445397 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6445524 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6445673 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b0-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6445799 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6445927 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6446072 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6446222 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: All Access"
"08:46:56.6446326 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6446430 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6446573 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6446675 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6446802 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6446898 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532611"
"08:46:56.6447008 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6447157 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6447284 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6447433 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b1-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6447555 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6447663 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6447803 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6447952 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: All Access"
"08:46:56.6448057 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6448158 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6448300 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6448403 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6448532 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","BUFFER TOO SMALL","Length: 0"
"08:46:56.6448630 AM","DllHost.exe","27228","RegQueryValue","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}\Description\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 270532611"
"08:46:56.6448739 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6448887 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}\Description","SUCCESS",""
"08:46:56.6449013 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6449161 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b2-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6449285 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects","SUCCESS","Desired Access: Read, Write DAC"
"08:46:56.6449393 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b3-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: Write DAC"
"08:46:56.6449543 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects\{d66b40b3-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6449702 AM","DllHost.exe","27228","RegOpenKey","HKLM\BCD00000000\Objects\{d66b40b3-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS","Desired Access: All Access"
"08:46:56.6449809 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects\{d66b40b3-ddb0-11eb-ab9e-d9dfc9e504a2}","SUCCESS",""
"08:46:56.6449912 AM","DllHost.exe","27228","RegSetKeySecurity","HKLM\BCD00000000\Objects","SUCCESS",""
"08:46:56.6450056 AM","DllHost.exe","27228","RegCloseKey","HKLM\BCD00000000\Objects","SUCCESS",""
